
name	LIONET-BAN
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
frame	data/chars/LIONET-BAN/00.png
frame	data/chars/LIONET-BAN/000.png
frame	data/chars/LIONET-BAN/0000.png
frame	data/chars/LIONET-BAN/00000.png




anim freespecial2








anim freespecial3





anim freespecial4




         
	

anim jump

        loop	0
	delay	10
	offset	212 173

dropv 4 1 0
	bbox.position.x 189
	bbox.position.y 53
	bbox.size.x 82
	bbox.size.y 104
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png

	


	


anim jumpattack
    loop	0
	delay	4
	offset	212 173
sound data/sounds/punch.wav
dropv 4 1 0
	bbox.position.x 168
	bbox.position.y 56
	bbox.size.x 104
	bbox.size.y 128
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/36.png
frame	data/chars/LIONET-BAN/36.png
	attack.damage.force 10
	attack.position.x 227
	attack.position.y 98
	attack.reaction.fall.force 1
	attack.size.x 80
	attack.size.y 89
	bbox.position.x 169
	bbox.position.y 42
	bbox.size.x 80
	bbox.size.y 100
frame	data/chars/LIONET-BAN/46.png
	attack.damage.force 10
	attack.position.x 231
	attack.position.y 99
	attack.reaction.fall.force 1
	attack.size.x 78
	attack.size.y 79
frame	data/chars/LIONET-BAN/46.png
	attack.damage.force 10
	attack.position.x 238
	attack.position.y 104
	attack.reaction.fall.force 1
	attack.size.x 71
	attack.size.y 76
frame	data/chars/LIONET-BAN/46.png




	


anim jumpattack2



anim grab
	

anim grabattack
	


anim grabattack2
	


anim throw
	


anim pain
loop	0
offset	212 173
move	-5
delay	10
dropv 4 1 0
frame	data/chars/LIONET-BAN/29.png
frame	data/chars/LIONET-BAN/29.png
frame	data/chars/LIONET-BAN/29.png
	
	


anim fall

loop	0
offset	212 173
delay	10



dropv 4 1 0
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/30.png
frame	data/chars/LIONET-BAN/31.png
frame	data/chars/LIONET-BAN/31.png
frame	data/chars/LIONET-BAN/31.png

anim DEATH

loop	0
offset	212 173
delay	10
dropv 4 1 0
frame	data/chars/LIONET-BAN/31.png
frame	data/chars/LIONET-BAN/31.png
frame	data/chars/LIONET-BAN/31.png


anim rise

	loop	0
	delay	10
	offset	212 173
dropv 4 1 0
	frame	data/chars/LIONET-BAN/32.png
	frame	data/chars/LIONET-BAN/33.png
	frame	data/chars/LIONET-BAN/34.png

	
	
	
	


anim land




anim duck
	

anim duckattack



